�ndice,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grupo de alimentos,ALIMENTO,Grupo_de_alimentos_ALIMENTO,Cantidad sugerida,Unidad,Peso bruto (g),Peso neto (g),Energ�a (kcal),Prote�na (g),L�pidos (g),Hidratos de carbono (g),AG saturados (g),AG monoinsaturados (g),AG poli insaturados (g),Colesterol (mg),Az�car (g),Fibra (g),Vitamina A (mg RE),Acido Asc�rbico (mg),�cido F�lico (mg),Calcio (mg),Hierro (mg),Potasio (mg),Sodio (mg),F�sforo (mg),Etanol (g),IG,Carga glic�mica
Cereales sin grasa,Hilos de trigo entrelazados con miel maple y az�car,Cereales sin grasa_Hilos de trigo entrelazados con miel maple y az�car,9,pieza,20,20,69,1.6,0.3,16.0,0.1,0.0,0.2,0.0,4.7,1.9,94.3,ND,ND,6.4,6.1,ND,0.4,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de 7 fibras,Cereales sin grasa_Hojuelas de 7 fibras,1/3,taza,20,20,70,2.8,0.3,15.4,0.1,0.1,0.1,0.0,0.4,2.8,ND,0.7,ND,13.9,0.5,ND,10.6,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de arroz,Cereales sin grasa_Hojuelas de arroz,1/2,taza,16,16,55,3.2,0.2,11.2,0.0,0.0,0.1,0.0,1.5,0.5,ND,7.5,50.0,2.5,4.1,27.0,125.0,30.0,0.0,ND,ND
Cereales sin grasa,Hojuelas de avena,Cereales sin grasa_Hojuelas de avena,1/3,taza,26,26,65,4.6,1.9,17.5,0.3,0.6,0.8,0.0,ND,4.1,ND,ND,13.6,15.3,1.4,149.0,0.9,194.2,0.0,ND,ND
Cereales sin grasa,Hojuelas de avena con maple,Cereales sin grasa_Hojuelas de avena con maple,1/3,taza,26,26,65,4.6,1.9,17.5,0.3,0.6,0.8,0.0,ND,4.1,ND,ND,13.6,15.3,1.4,149.0,0.9,194.2,0.0,ND,ND
Cereales sin grasa,Hojuelas de avena endulzadas con miel y almendras,Cereales sin grasa_Hojuelas de avena endulzadas con miel y almendras,1/3,taza,14,14,59,1.1,1.2,11.3,0.1,ND,ND,0.0,3.0,0.7,64.0,ND,ND,5.1,3.8,ND,87.3,ND,0.0,ND,ND
Cereales sin grasa,"Hojuelas de avena instant�neas con pasas, d�tiles y nueces. Preparado","Cereales sin grasa_Hojuelas de avena instant�neas con pasas, d�tiles y nueces. Preparado",1/4,taza,61,61,71,1.7,1.1,14.3,0.2,0.3,0.4,0.0,ND,1.3,303.8,ND,ND,56.6,2.1,ND,125.7,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de avena instant�neas con pasas y especias. Preparado,Cereales sin grasa_Hojuelas de avena instant�neas con pasas y especias. Preparado,1/4,taza,62,62,62,1.3,0.7,12.5,0.1,0.2,0.2,0.0,6.0,1.0,ND,ND,ND,42.9,1.5,ND,93.0,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de avena instanteaneas con miel maple y az�car morena. Preparado,Cereales sin grasa_Hojuelas de avena instanteaneas con miel maple y az�car morena. Preparado,1/4,taza,59,59,60,1.4,0.8,11.8,0.1,0.3,0.2,0.0,4.8,1.1,1700.0,ND,ND,40.9,1.4,ND,95.9,ND,0.0,ND,ND
Cereales sin grasa,"Hojuelas de avena, fruta seca y nueces","Cereales sin grasa_Hojuelas de avena, fruta seca y nueces",1/4,taza,21,21,72,2.1,1.1,16.5,0.2,0.5,0.3,0.0,6.6,1.6,157.7,ND,ND,ND,1.9,ND,49.0,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de cereales con fruta seca,Cereales sin grasa_Hojuelas de cereales con fruta seca,1/3,taza,18,18,70,1.3,1.0,14.0,0.0,0.3,0.3,0.0,ND,1.0,ND,5.0,33.3,83.3,1.5,56.7,110.0,83.3,0.0,ND,ND
Cereales sin grasa,Hojuelas de cereales con frutas secas,Cereales sin grasa_Hojuelas de cereales con frutas secas,1/3,taza,18,18,70,1.3,1.0,14.0,0.0,0.3,0.3,0.0,ND,1.0,ND,5.0,33.3,83.3,1.5,56.7,110.0,83.3,0.0,ND,ND
Cereales sin grasa,Hojuelas de ma�z,Cereales sin grasa_Hojuelas de ma�z,3/4,taza,19,19,67,1.4,0.1,15.8,0.0,0.0,0.0,0.0,1.8,0.6,334.9,3.9,109.3,1.3,5.4,31.5,136.7,19.1,0.0,81.0,15.0
Cereales sin grasa,Hojuelas de ma�z azucaradas,Cereales sin grasa_Hojuelas de ma�z azucaradas,1/3,taza,13,13,52,0.7,0.1,12.0,0.0,0.0,0.0,0.0,4.9,0.3,156.6,8.1,106.5,ND,1.9,8.7,75.6,4.5,0.0,ND,ND
Cereales sin grasa,Hojuelas de ma�z y trigo con fruta y nueces,Cereales sin grasa_Hojuelas de ma�z y trigo con fruta y nueces,1/3,taza,18,18,70,1.3,1.0,14.0,0.0,0.3,0.3,0.0,ND,1.0,ND,5.0,33.3,83.3,1.5,56.7,110.0,83.3,0.0,ND,ND
Cereales sin grasa,Hojuelas de papa para pur�,Cereales sin grasa_Hojuelas de papa para pur�,20,gramos,20,20,71,1.7,0.1,16.2,0.0,0.0,0.0,0.0,0.7,1.3,ND,ND,9.2,5.4,0.2,210.6,20.8,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de salvado,Cereales sin grasa_Hojuelas de salvado,1/3,taza,21,21,67,1.8,0.5,16.0,0.1,0.1,0.1,0.0,6.2,2.3,149.9,ND,ND,9.8,2.6,ND,119.7,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de salvado con pasas,Cereales sin grasa_Hojuelas de salvado con pasas,1/3,taza,19,19,66,1.1,0.4,15.8,0.1,0.1,0.1,0.0,7.0,1.4,87.0,0.4,ND,6.7,1.6,ND,73.2,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de trigo,Cereales sin grasa_Hojuelas de trigo,1/2,taza,18,18,59,1.8,0.3,14.1,0.0,0.0,0.0,0.0,ND,0.3,ND,ND,ND,7.2,0.8,ND,180.6,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de trigo con miel,Cereales sin grasa_Hojuelas de trigo con miel,1/2,taza,18,18,62,1.6,0.4,14.3,0.1,0.1,0.1,0.0,ND,1.9,231.9,9.4,11.9,8.1,2.8,75.0,101.3,66.3,0.0,ND,ND
Cereales sin grasa,Hojuelas de trigo integral,Cereales sin grasa_Hojuelas de trigo integral,1/2,taza,16,16,59,3.5,0.3,11.0,0.1,0.2,0.1,0.0,2.0,0.4,ND,10.5,ND,4.5,4.2,ND,112.0,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de trigo integral con frutos rojos,Cereales sin grasa_Hojuelas de trigo integral con frutos rojos,1/2,taza,16,16,57,1.9,0.2,12.5,0.1,0.1,0.1,0.0,5.0,0.5,ND,10.5,ND,9.5,4.1,ND,110.0,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de trigo integra con chispas de yoghurt,Cereales sin grasa_Hojuelas de trigo integra con chispas de yoghurt,1/2,taza,19,19,64,2.1,1.0,14.7,0.6,0.1,0.3,0.0,2.4,3.4,19.9,2.0,ND,12.0,1.5,ND,78.3,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de trigo integral con fibra extra,Cereales sin grasa_Hojuelas de trigo integral con fibra extra,1/2,taza,26,26,50,3.8,1.2,26.0,0.3,0.3,0.8,0.0,1.3,16.9,123.9,7.8,ND,1404.0,60.8,ND,1612.0,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de trigo integral con frutas y yoghurt,Cereales sin grasa_Hojuelas de trigo integral con frutas y yoghurt,1/3,taza,15,15,57,1.0,0.4,11.6,0.2,0.0,0.2,0.0,6.0,0.4,ND,7.0,ND,3.3,2.1,ND,63.9,ND,0.0,ND,ND
Cereales sin grasa,Hojuelas de trigo negro,Cereales sin grasa_Hojuelas de trigo negro,1/3,taza,59,59,54,2.0,0.4,11.7,0.1,0.1,0.1,0.0,0.5,1.6,ND,ND,ND,4.2,0.5,ND,2.5,ND,0.0,ND,ND
Cereales sin grasa,"Hojuelas fortificadas de trigo entero, almendras, nueces y miel","Cereales sin grasa_Hojuelas fortificadas de trigo entero, almendras, nueces y miel",1/4,taza,15,15,58,1.5,1.3,11.4,0.4,0.5,0.3,0.0,3.3,1.3,ND,ND,24.9,39.9,1.7,ND,75.5,50.0,0.0,ND,ND
Cereales sin grasa,Hojuelasde avena instant�neas con manzana y canela,Cereales sin grasa_Hojuelasde avena instant�neas con manzana y canela,1/3,taza,79,79,69,1.4,0.8,14.0,0.1,0.3,0.2,0.0,6.4,1.4,414.1,ND,ND,58.1,2.0,ND,87.2,ND,0.0,ND,ND
Cereales sin grasa,Hot cake,Cereales sin grasa_Hot cake,3/4,pieza,38,38,69,2.5,2.3,9.7,0.7,0.7,0.8,21.7,ND,0.0,20.7,ND,4.9,81.9,0.7,49.3,164.8,59.2,0.0,67.0,25.0
Cereales sin grasa,Kamut (trigo de Joras�n) cocido,Cereales sin grasa_Kamut (trigo de Joras�n) cocido,1/3,taza,54,54,72,3.1,0.5,15.0,0.0,0.0,0.1,0.0,1.7,2.3,2.2,ND,ND,4.9,1.0,ND,4.3,ND,0.0,ND,ND
Cereales sin grasa,Lasagna cruda,Cereales sin grasa_Lasagna cruda,20,gramos,20,20,68,1.9,0.1,14.6,0.0,0.0,0.0,0.0,ND,0.4,ND,ND,5.0,5.2,0.4,39.4,0.4,ND,0.0,ND,ND
Cereales sin grasa,Lasa�a cruda,Cereales sin grasa_Lasa�a cruda,20,gramos,20,20,68,1.9,0.1,14.6,0.0,0.0,0.0,0.0,ND,0.4,ND,ND,5.0,5.2,0.4,39.4,0.4,ND,0.0,ND,ND
Cereales sin grasa,Linaza,Cereales sin grasa_Linaza,4,cda,48,48,256,8.8,20.2,13.9,1.8,3.6,13.8,0.0,0.7,13.1,ND,0.3,ND,122.4,2.8,ND,14.4,ND,0.0,ND,ND
Cereales sin grasa,Maca,Cereales sin grasa_Maca,2,cda,18,18,64,2.3,0.2,13.2,0.0,0.0,0.0,0.0,ND,1.2,ND,0.5,ND,85.5,2.0,ND,1.4,ND,0.0,ND,ND
Cereales sin grasa,Macarr�n cocido,Cereales sin grasa_Macarr�n cocido,1/3,taza,47,47,58,2.5,0.3,12.4,0.0,0.0,0.1,0.0,ND,1.3,ND,ND,2.3,7.0,0.5,20.7,1.3,41.7,0.0,ND,ND
Cereales sin grasa,Macarr�n crudo,Cereales sin grasa_Macarr�n crudo,20,gramos,20,20,68,1.9,0.1,14.6,0.0,0.0,0.0,0.0,ND,0.4,ND,ND,5.0,5.2,0.4,39.4,0.4,ND,0.0,ND,ND
Cereales sin grasa,Macarr�n integral cocido,Cereales sin grasa_Macarr�n integral cocido,1/3,taza,47,47,58,2.5,0.3,12.4,0.0,0.0,0.1,0.0,ND,1.3,ND,ND,2.3,7.0,0.5,20.7,1.3,41.7,0.0,ND,ND
Cereales sin grasa,Maicena,Cereales sin grasa_Maicena,2,cda,16,16,60,0.0,0.0,14.4,0.0,0.0,0.0,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Maicena de sabor,Cereales sin grasa_Maicena de sabor,2,cda,16,16,60,0.0,0.0,14.4,0.0,0.0,0.0,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Ma�z,Cereales sin grasa_Ma�z,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,ND,2.2,ND,ND,ND,1.5,0.4,52.3,0.2,ND,0.0,ND,ND
Cereales sin grasa,Ma�z amarillo,Cereales sin grasa_Ma�z amarillo,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,ND,2.2,ND,ND,ND,1.5,0.4,52.3,0.2,ND,0.0,53.0,10.0
Cereales sin grasa,Ma�z amarillo cocido,Cereales sin grasa_Ma�z amarillo cocido,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,ND,2.2,ND,ND,ND,1.5,0.4,52.3,0.2,ND,0.0,ND,ND
Cereales sin grasa,Ma�z azul,Cereales sin grasa_Ma�z azul,20,gramos,20,18,67,1.5,0.8,13.7,0.1,0.2,0.4,0.0,ND,2.2,0.9,ND,ND,29.3,0.5,52.3,0.2,ND,0.0,ND,ND
Cereales sin grasa,Ma�z blanco,Cereales sin grasa_Ma�z blanco,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,ND,2.2,ND,ND,ND,1.5,0.4,52.3,0.2,ND,0.0,ND,ND
Cereales sin grasa,Ma�z blanco cocido,Cereales sin grasa_Ma�z blanco cocido,25,gramos,25,19,68,2.2,0.9,13.3,0.1,0.2,0.5,0.0,ND,2.3,ND,ND,ND,1.5,0.4,53.3,0.2,ND,0.0,59.0,11.0
Cereales sin grasa,Ma�z cacahuacintle,Cereales sin grasa_Ma�z cacahuacintle,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,ND,2.2,ND,ND,ND,1.5,0.4,52.3,0.2,ND,0.0,ND,ND
Cereales sin grasa,Ma�z cacahuazintle,Cereales sin grasa_Ma�z cacahuazintle,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,ND,2.2,ND,ND,ND,1.5,0.4,52.3,0.2,ND,0.0,ND,ND
Cereales sin grasa,Ma�z palomero,Cereales sin grasa_Ma�z palomero,20,gramos,20,20,73,2.4,0.9,14.2,0.1,0.3,0.5,0.0,ND,2.4,1.8,ND,ND,3.4,0.4,56.8,0.2,ND,0.0,ND,ND
Cereales sin grasa,Ma�z pozolera,Cereales sin grasa_Ma�z pozolera,1/3,taza,54,54,58,1.8,0.7,13.6,0.1,0.2,0.3,0.0,ND,1.5,ND,3.4,ND,1.1,0.3,134.8,9.2,55.7,0.0,ND,ND
Cereales sin grasa,Malzena,Cereales sin grasa_Malzena,2,cda,16,16,60,0.0,0.0,14.4,0.0,0.0,0.0,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Maizena,Cereales sin grasa_Maizena,2,cda,16,16,60,0.0,0.0,14.4,0.0,0.0,0.0,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Malanga,Cereales sin grasa_Malanga,70,gramos,70,60,67,0.9,0.1,15.9,0.0,0.0,0.0,0.0,ND,2.5,ND,2.7,13.2,25.9,0.3,355.8,6.6,50.6,0.0,ND,ND
Cereales sin grasa,Mar�as,Cereales sin grasa_Mar�as,5,pieza,19,19,75,1.4,1.4,14.3,0.7,0.4,0.3,0.0,4.8,0.4,63.9,ND,26.1,33.8,1.1,ND,112.5,ND,0.0,ND,ND
Cereales sin grasa,Mar�as Cereal� fresa,Cereales sin grasa_Mar�as Cereal� fresa,1.5,pieza,15,15,66,1.1,2.1,10.7,0.7,1.1,0.3,0.0,3.5,1.4,ND,ND,ND,ND,ND,ND,63.8,ND,0.0,ND,ND
Cereales sin grasa,Marinela Sponch,Cereales sin grasa_Marinela Sponch,1,pieza,20,20,80,1.3,1.3,14.7,0.7,0.7,0.0,0.0,8.0,0.0,ND,ND,ND,ND,ND,ND,26.7,ND,0.0,ND,ND
Cereales sin grasa,Masa de maiz,Cereales sin grasa_Masa de maiz,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0.0,ND,1.5,ND,ND,ND,31.5,0.7,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Masa de maiz amarillo,Cereales sin grasa_Masa de maiz amarillo,35,gramos,35,35,66,1.5,0.8,13.5,0.1,0.2,0.4,0.0,ND,1.2,2.1,ND,ND,30.8,0.6,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Masa de maiz blanco,Cereales sin grasa_Masa de maiz blanco,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0.0,ND,1.5,ND,ND,ND,31.5,0.7,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Masa para pizza,Cereales sin grasa_Masa para pizza,3,cda,27,27,70,2.7,0.8,13.5,0.0,0.0,0.0,0.0,1.1,0.5,ND,ND,ND,ND,1.0,ND,156.6,ND,0.0,ND,ND
Cereales sin grasa,Masa para tortillas,Cereales sin grasa_Masa para tortillas,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0.0,ND,1.5,ND,ND,ND,31.5,0.7,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Masa Yucat�n,Cereales sin grasa_Masa Yucat�n,40,gramos,40,40,69,1.8,0.5,14.6,0.1,0.2,0.3,0.0,ND,1.4,ND,ND,ND,36.0,0.8,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Media Noche,Cereales sin grasa_Media Noche,1/2,pieza,22,22,55,2.0,1.0,10.5,0.0,0.0,0.0,0.0,1.5,0.5,ND,ND,ND,10.0,0.5,ND,105.0,ND,0.0,ND,ND
Cereales sin grasa,Media Noche con ajonjol�,Cereales sin grasa_Media Noche con ajonjol�,1/2,pieza,22,22,55,2.0,1.0,10.5,0.0,0.0,0.0,0.0,1.5,0.5,ND,ND,ND,10.0,0.5,ND,105.0,ND,0.0,ND,ND
Cereales sin grasa,Mijo cocido,Cereales sin grasa_Mijo cocido,1/3,taza,57,57,68,2.0,0.6,13.6,0.1,0.1,0.3,0.0,0.1,0.8,ND,ND,ND,1.6,0.4,ND,1.0,ND,0.0,ND,ND
Cereales sin grasa,Mijo crudo,Cereales sin grasa_Mijo crudo,15,gramos,15,15,57,1.7,0.6,10.9,0.1,0.1,0.3,0.0,ND,1.3,ND,ND,ND,1.2,0.5,ND,0.8,ND,0.0,ND,ND
Cereales sin grasa,Mini chapata,Cereales sin grasa_Mini chapata,1,pieza,35,35,88,3.1,0.0,18.1,0.0,0.0,0.0,0.0,0.6,0.6,ND,ND,ND,37.5,1.1,ND,218.8,ND,0.0,ND,ND
Cereales sin grasa,Mueslix con manzana y almendra,Cereales sin grasa_Mueslix con manzana y almendra,1/4,taza,18,18,68,1.7,1.6,13.2,0.0,0.0,0.0,0.0,3.0,1.5,ND,ND,ND,11.1,1.5,67.3,87.1,50.2,0.0,ND,ND
Cereales sin grasa,Nixtamal,Cereales sin grasa_Nixtamal,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0.0,ND,1.5,ND,ND,ND,31.5,0.7,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Nutrigrain de fresa,Cereales sin grasa_Nutrigrain de fresa,1/2,pieza,19,19,69,1.0,1.5,13.0,0.7,0.0,0.0,0.0,6.5,0.5,ND,ND,ND,ND,ND,ND,30.0,ND,0.0,ND,ND
Cereales sin grasa,Nutrigrain sabor fresa,Cereales sin grasa_Nutrigrain sabor fresa,1/2,pieza,19,19,69,1.0,1.5,13.0,0.7,0.0,0.0,0.0,6.5,0.5,ND,ND,ND,ND,ND,ND,30.0,ND,0.0,ND,ND
Cereales sin grasa,Nutritas variedad de sabores,Cereales sin grasa_Nutritas variedad de sabores,1/2,bolsita,17,17,67,1.4,1.4,12.3,ND,ND,ND,ND,0.5,0.5,ND,ND,ND,ND,ND,ND,99.0,ND,0.0,ND,ND
Cereales sin grasa,�ame,Cereales sin grasa_�ame,100,gramos,100,86,66,1.9,0.1,15.1,0.0,0.0,0.0,0.0,ND,0.4,ND,7.7,19.8,11.2,0.4,701.8,7.7,ND,0.0,ND,ND
Cereales sin grasa,Oblea,Cereales sin grasa_Oblea,4,pieza,16,16,68,1.7,0.1,13.5,0.0,0.0,0.0,0.0,2.0,0.7,ND,ND,ND,ND,ND,ND,46.2,ND,0.0,ND,ND
Cereales sin grasa,Obleas con pepita,Cereales sin grasa_Obleas con pepita,3,pieza,21,21,84,2.1,1.2,16.4,0.0,0.0,0.0,0.0,ND,0.2,ND,ND,ND,8.5,1.1,ND,17.1,ND,0.0,ND,ND
Cereales sin grasa,Palanqueta de amaranto,Cereales sin grasa_Palanqueta de amaranto,1/2,pieza,20,20,72,3.2,1.7,16.6,ND,ND,ND,ND,11.2,0.6,ND,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Palanqueta de amaranto con pasas,Cereales sin grasa_Palanqueta de amaranto con pasas,1/3,pieza,13,13,52,1.0,ND,11.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND
Cereales sin grasa,Palitos de pan,Cereales sin grasa_Palitos de pan,3,pieza,18,18,74,2.2,1.7,12.3,0.3,0.6,0.6,0.0,ND,0.5,ND,ND,5.4,3.6,0.8,22.5,117.9,21.6,0.0,ND,ND 
Cereales sin grasa,Palomitas,Cereales sin grasa_Palomitas,2 1/2,taza,18,18,70,3.5,0.0,14.0,0.0,0.0,0.0,0.0,ND,3.5,ND,ND,ND,ND,ND,35.0,140.0,ND,0.0,55.0,10.0
Cereales sin grasa,Palomitas acarameladas,Cereales sin grasa_Palomitas acarameladas,1/2,taza,18,18,76,0.7,2.3,13.9,0.7,0.5,0.8,1.0,6.9,0.9,2.0,ND,0.5,7.5,0.3,19.0,36.0,14.5,0.0,ND,ND
Cereales sin grasa,Palomitas acarameladas sin grasa,Cereales sin grasa_Palomitas acarameladas sin grasa,3/4,taza,19,19,69,1.7,0.0,10.0,0.0,0.0,0.0,0.0,0.6,0.0,ND,ND,ND,ND,ND,ND,131.3,ND,0.0,ND,ND
Cereales sin grasa,Palomitas fat free,Cereales sin grasa_Palomitas fat free,2 1/2,taza,18,18,70,3.5,0.0,14.0,0.0,0.0,0.0,0.0,ND,3.5,ND ,ND ,ND ,ND ,ND ,35.0,140.0,ND ,0.0,ND ,ND 
Cereales sin grasa,Palomitas naturales,Cereales sin grasa_Palomitas naturales,2 1/2,taza,18,18,70,3.5,0.0,14.0,0.0,0.0,0.0,0.0,ND,3.5,ND,ND,ND,ND,ND,35.0,140.0,ND,0.0,ND,ND
Cereales sin grasa,Palomitas sin grasa,Cereales sin grasa_Palomitas sin grasa,2 1/2,taza,18,18,70,3.5,0.0,14.0,0.0,0.0,0.0,0.0,ND,3.5,ND,ND,ND,ND,ND,35.0,140.0,ND,0.0,ND,ND
Cereales sin grasa,Pambazo,Cereales sin grasa_Pambazo,1/2,pieza ,25,25,67,2.5,1.0,12.5,0.2,0.0,0.0,0.0,1.0,1.5,ND,ND,ND,10.5,0.3,28.0,142.3,31.8,0.0,ND,ND
Cereales sin grasa,Pan 5 granos,Cereales sin grasa_Pan 5 granos,1,rebanada,25,25,62,2.4,2.1,9.6,0.0,0.0,0.0,0.0,ND,1.6,ND,ND,ND,ND,ND,ND,83.0,ND,0.0,ND,ND
Cereales sin grasa,Pan 7 granos,Cereales sin grasa_Pan 7 granos,1,rebanada,26,26,65,2.6,1.0,12.1,0.2,0.4,0.2,0.0,ND,1.7,ND,ND,12.0,24.0,0.9,53.0,127.0,46.0,0.0,55.0,14.0
Cereales sin grasa,Pan �cimo,Cereales sin grasa_Pan �cimo,1/3,pieza,20,20,57,1.3,1.0,11.1,0.2,0.4,0.3,3.6,ND,0.5,9.9,ND,2.0,16.2,0.5,52.8,78.9,22.4,0.0,ND,ND
Cereales sin grasa,Pan �rabe,Cereales sin grasa_Pan �rabe,1/3,pieza,20,20,54,1.8,0.2,11.0,0.0,0.0,0.1,0.0,0.3,0.4,ND,ND,ND,17.0,0.5,23.8,106.1,19.2,0.0,ND,ND
Cereales sin grasa,Pan �rabe integral,Cereales sin grasa_Pan �rabe integral,1/3,pieza,21,21,56,2.1,0.6,11.6,0.1,0.1,0.2,0.0,ND,1.6,ND,ND,7.3,3.3,0.6,36.0,112.2,38.0,0.0,ND,ND
Cereales sin grasa,Pan bagel dulce,Cereales sin grasa_Pan bagel dulce,1/3,pieza,23,23,64,2.3,0.4,12.9,0.1,0.0,0.2,0.0,ND,0.5,2.0,ND,5.0,4.3,0.9,35.6,75.6,18.2,0.0,ND,ND
Cereales sin grasa,Pan bagel integral,Cereales sin grasa_Pan bagel integral,1/3,pieza,23,23,60,2.5,0.3,12.5,0.0,0.0,0.0,0.0,ND,0.8,ND,ND,ND,ND,ND,ND,118.8,ND,0.0,ND,ND
Cereales sin grasa,Pan bagel salado,Cereales sin grasa_Pan bagel salado,1/3,pieza,23,23,64,2.5,0.4,12.5,0.1,0.0,0.2,0.0,ND,0.5,ND,ND,5.3,17.5,0.8,23.8,125.1,22.4,0.0,ND,ND
Cereales sin grasa,Pan baguette,Cereales sin grasa_Pan baguette,1/7,pieza,27,27,72,2.2,1.0,13.4,0.2,0.4,0.2,0.0,1.0,0.6,ND,ND,9.7,29.2,0.8,32.4,145.8,25.9,0.0,ND,ND
Cereales sin grasa,Pan birote,Cereales sin grasa_Pan birote,1/3,pieza,22,22,67,2.1,0.0,14.1,0.0,0.0,0.0,0.0,ND,0.1,ND,ND,ND,9.1,0.3,24.3,123.3,27.5,0.0,ND,ND
Cereales sin grasa,Pan blanco,Cereales sin grasa_Pan blanco,1,rebanada,27,27,71,2.2,0.8,13.6,0.2,0.1,0.2,0.1,ND,0.5,ND,ND,27.8,101.3,1.1,32.4,149.9,25.9,0.0,70.0,19.0
Cereales sin grasa,Pan cemita,Cereales sin grasa_Pan cemita,1/3,pieza,23,23,66,2.0,0.5,12.7,0.1,0.2,0.1,0.6,2.1,0.4,ND,ND,ND,16.4,0.6,ND,100.7,ND,0.0,ND,ND
Cereales sin grasa,Pan centeno,Cereales sin grasa_Pan centeno,3/4,rebanada,24,24,62,2.0,0.8,11.6,0.2,0.3,0.2,0.0,ND,1.4,ND,ND,12.0,17.3,0.7,39.8,158.3,30.0,0.0,41.0,10.0
Cereales sin grasa,Pan con salvado,Cereales sin grasa_Pan con salvado,3/4,rebanada,27,27,67,2.4,0.9,12.9,0.2,0.5,0.2,0.0,ND,1.1,ND,ND,6.8,20.3,0.8,61.5,131.3,50.3,0.0,ND,ND
Cereales sin grasa,Pan de 5 granos,Cereales sin grasa_Pan de 5 granos,1,rebanada,25,25,62,2.4,2.1,9.6,0.0,0.0,0.0,0.0,ND,1.6,ND,ND,ND,ND,ND,ND,83.0,ND,0.0,ND,ND
Cereales sin grasa,Pan de 7 granos,Cereales sin grasa_Pan de 7 granos,1,rebanada,26,26,65,2.6,1.0,12.1,0.2,0.4,0.2,0.0,ND,1.7,ND,ND,12.0,24.0,0.9,53.0,127.0,46.0,0.0,55.0,14.0
Cereales sin grasa,Pan de avena,Cereales sin grasa_Pan de avena,1,rebanada,30,30,71,3.1,1.3,11.9,0.2,0.5,0.5,0.0,ND,1.3,ND,ND,8.0,20.0,0.9,34.0,122.0,32.0,0.0,47.0,14.0
Cereales sin grasa,Pan de caja,Cereales sin grasa_Pan de caja,1,rebanada,27,27,71,2.2,0.8,13.6,0.2,0.1,0.2,0.1,ND,0.5,ND,ND,27.8,101.3,1.1,32.4,149.9,25.9,0.0,70.0,19.0
Cereales sin grasa,Pan de caja integral,Cereales sin grasa_Pan de caja integral,1,rebanada,25,25,67,2.4,1.0,12.6,0.3,0.2,0.3,0.1,ND,1.1,ND,ND,29.0,78.0,1.0,63.4,145.8,57.1,0.0,54.0,14.0
Cereales sin grasa,Pan de centeno y comino,Cereales sin grasa_Pan de centeno y comino,1,rebanada,20,20,55,1.7,0.5,11.0,0.0,0.0,0.0,0.0,ND,0.3,ND,ND,ND,ND,ND,ND,140.0,ND,0.0,41.0,8.0
Cereales sin grasa,Pan de centeno y trigo,Cereales sin grasa_Pan de centeno y trigo,1,rebanada,28,28,73,2.6,0.2,15.0,0.0,0.0,0.0,0.0,ND,0.1,ND,ND,ND,10.6,0.8,40.6,156.0,ND,0.0,41.0,11.0
